CountryName;CountryCode;IndicatorName;IndicatorCode;Year;Value
Cote d'Ivoire;CIV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;26.659
Croatia;HRV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;38.076
Cuba;CUB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;59.895
Curacao;CUW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;77.734
Cyprus;CYP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.726
Czech Republic;CZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;63.456
Denmark;DNK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;78.698
Djibouti;DJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;59.540
Dominica;DMA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;38.381
Dominican Republic;DOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;38.104
Ecuador;ECU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;38.215
Egypt, Arab Rep.;EGY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;40.758
El Salvador;SLV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.205
Equatorial Guinea;GNQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;26.773
Eritrea;ERI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;12.263
Estonia;EST;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;63.577
Ethiopia;ETH;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;8.260
Faeroe Islands;FRO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;27.122
Fiji;FJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;33.987
Finland;FIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;62.106
France;FRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;70.238
French Polynesia;PYF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;52.380
Gabon;GAB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;28.533
Gambia, The;GMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;17.373
Georgia;GEO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;47.025
Germany;DEU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;72.147
Ghana;GHA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;27.860
Greece;GRC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;62.543
Greenland;GRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;70.186
Grenada;GRD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;31.848
Guam;GUM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;58.738
Guatemala;GTM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;34.919
Guinea;GIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;14.716
Guinea-Bissau;GNB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;14.815
Guyana;GUY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;29.329
Haiti;HTI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;18.866
Honduras;HND;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;27.596
Hong Kong SAR, China;HKG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;87.220
Hungary;HUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;59.276
Iceland;ISL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;84.057
India;IND;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;19.366
Indonesia;IDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;16.549
Iran, Islamic Rep.;IRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.437
Iraq;IRQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;54.020
Ireland;IRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;50.524
Isle of Man;IMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;56.151
Israel;ISR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;82.952
Italy;ITA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;63.309
Jamaica;JAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.815
Japan;JPN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;70.316
Jordan;JOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;55.296
Kazakhstan;KAZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;48.997
Kenya;KEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;9.525
Kiribati;KIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;21.863
Korea, Dem. Rep.;PRK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;49.012
Korea, Rep.;KOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.846
Kuwait;KWT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;83.371
Kyrgyz Republic;KGZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.871
Lao PDR;LAO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;8.994
Latvia;LVA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;59.175
Lebanon;LBN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;56.101
Lesotho;LSO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;7.802
Liberia;LBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;24.407
Libya;LBY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;43.070
Liechtenstein;LIE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;18.855
Lithuania;LTU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;47.507
Luxembourg;LUX;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;73.425
Macao SAR, China;MAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;96.715
Macedonia, FYR;MKD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;44.364
Madagascar;MDG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;13.410
Malawi;MWI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;5.505
Malaysia;MYS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;32.013
Maldives;MDV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;11.516
Mali;MLI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;13.619
Malta;MLT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;89.682
Marshall Islands;MHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;48.229
Mauritania;MRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;12.606
Mauritius;MUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.994
Mexico;MEX;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;57.411
Micronesia, Fed. Sts.;FSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;24.295
Moldova;MDA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;30.260
Monaco;MCO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;100.000
Mongolia;MNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;43.717
Montenegro;MNE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;25.079
Morocco;MAR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;33.419
Mozambique;MOZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;6.471
Myanmar;MMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;22.073
Namibia;NAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;21.387
Nepal;NPL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;3.867
Netherlands;NLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;61.300
New Caledonia;NCL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;49.156
New Zealand;NZL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;80.277
Nicaragua;NIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;45.293
Niger;NER;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;7.906
Nigeria;NGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;17.269
Northern Mariana Islands;MNP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;64.592
Norway;NOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;62.340
Oman;OMN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;26.575
Pakistan;PAK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;24.289
Palau;PLW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;59.142
Panama;PAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;46.385
Papua New Guinea;PNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;7.625
Paraguay;PRY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.735
Peru;PER;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;55.207
Philippines;PHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;32.403
Poland;POL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;51.326
Portugal;PRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;38.025
Puerto Rico;PRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;55.702
Qatar;QAT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;87.848
Romania;ROM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.328
Russian Federation;RUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;60.783
Rwanda;RWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;3.066
Samoa;WSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;19.844
San Marino;SMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;57.663
Sao Tome and Principe;STP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;26.264
Saudi Arabia;SAU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;44.654
Senegal;SEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;28.507
Seychelles;SYC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.641
Sierra Leone;SLE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;22.484
Singapore;SGP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;100.000
Sint Maarten (Dutch part);SXM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;100.000
Slovak Republic;SVK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;39.435
Slovenia;SVN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;35.169
Solomon Islands;SLB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;8.292
Somalia;SOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;21.563
South Africa;ZAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;47.590
South Sudan;SSD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;8.656
Spain;ESP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;64.168
Sri Lanka;LKA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;18.742
St. Kitts and Nevis;KNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;32.878
St. Lucia;LCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;23.403
St. Vincent and the Grenadines;VCT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;29.697
Sudan;SDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;15.197
Suriname;SUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;46.412
Swaziland;SWZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;8.344
Sweden;SWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;79.519
Switzerland;CHE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;56.114
Syrian Arab Republic;SYR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;42.001
Tajikistan;TJK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.368
Tanzania;TZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;6.804
Thailand;THA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;20.556
Timor-Leste;TMP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;12.253
Togo;TGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;18.700
Tonga;TON;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;20.127
Trinidad and Tobago;TTO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;12.761
Tunisia;TUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;41.848
Turkey;TUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.577
Turkmenistan;TKM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;47.575
Turks and Caicos Islands;TCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;50.420
Tuvalu;TUV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;20.719
Uganda;UGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;6.283
Ukraine;UKR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;53.197
United Arab Emirates;ARE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;79.800
United Kingdom;GBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;77.400
United States;USA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;72.974
Uruguay;URY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;81.958
Uzbekistan;UZB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;36.087
Vanuatu;VUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;11.918
Venezuela, RB;VEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;69.973
Vietnam;VNM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;17.529
Virgin Islands (U.S.);VIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;67.140
Yemen, Rep.;YEM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;12.347
Zambia;ZMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;27.791
Zimbabwe;ZWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1968;16.306
Arab World;ARB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;38.063
Caribbean small states;CSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;33.986
Central Europe and the Baltics;CEB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;50.216
East Asia & Pacific (all income levels);EAS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;24.768
East Asia & Pacific (developing only);EAP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;18.746
Euro area;EMU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;66.743
Europe & Central Asia (all income levels);ECS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;60.284
Europe & Central Asia (developing only);ECA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;44.376
European Union;EUU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;65.311
Fragile and conflict affected situations;FCS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;22.885
Heavily indebted poor countries (HIPC);HPC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;15.814
High income;HIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;67.817
High income: nonOECD;NOC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;63.847
High income: OECD;OEC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;68.800
Latin America & Caribbean (all income levels);LCN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;56.286
Latin America & Caribbean (developing only);LAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;52.406
Least developed countries: UN classification;LDC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;12.425
Low & middle income;LMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;24.311
Low income;LIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;14.724
Lower middle income;LMC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;22.226
Middle East & North Africa (all income levels);MEA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;41.878
Middle East & North Africa (developing only);MNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;40.250
Middle income;MIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;25.082
North America;NAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;73.511
OECD members;OED;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;66.984
Other small states;OSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;19.696
Pacific island small states;PSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;25.738
Small states;SST;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;25.142
South Asia;SAS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;18.441
Sub-Saharan Africa (all income levels);SSF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;17.671
Sub-Saharan Africa (developing only);SSA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;17.658
Upper middle income;UMC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;27.729
World;WLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;36.339
Afghanistan;AFG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;11.152
Albania;ALB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;31.548
Algeria;DZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;39.334
American Samoa;ASM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;69.980
Andorra;ADO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;78.424
Angola;AGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;14.436
Antigua and Barbuda;ATG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;34.245
Argentina;ARG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;78.394
Armenia;ARM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;59.042
Aruba;ABW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;50.639
Australia;AUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;84.922
Austria;AUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;65.208
Azerbaijan;AZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;49.963
Bahamas, The;BHS;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;66.093
Bahrain;BHR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;83.526
Bangladesh;BGD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;7.296
Barbados;BRB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;37.433
Belarus;BLR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;42.760
Belgium;BEL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;93.707
Belize;BLZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;51.238
Benin;BEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;15.776
Bermuda;BMU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;100.000
Bhutan;BTN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;5.781
Bolivia;BOL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;39.470
Bosnia and Herzegovina;BIH;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;26.283
Botswana;BWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;6.810
Brazil;BRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;54.940
Brunei Darussalam;BRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;59.908
Bulgaria;BGR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;51.034
Burkina Faso;BFA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;5.632
Burundi;BDI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;2.726
Cabo Verde;CPV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;19.255
Cambodia;KHM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;14.579
Cameroon;CMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;19.577
Canada;CAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;75.161
Cayman Islands;CYM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;100.000
Central African Republic;CAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;26.645
Chad;TCD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;10.862
Channel Islands;CHI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;36.346
Chile;CHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;74.547
China;CHN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;17.528
Colombia;COL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;54.063
Comoros;COM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;19.035
Congo, Dem. Rep.;ZAR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;24.370
Congo, Rep.;COG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;38.345
Costa Rica;CRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;38.212
Cote d'Ivoire;CIV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;27.404
Croatia;HRV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;39.130
Cuba;CUB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;60.081
Curacao;CUW;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;78.093
Cyprus;CYP;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;40.242
Czech Republic;CZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;63.930
Denmark;DNK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;79.222
Djibouti;DJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;60.664
Dominica;DMA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;38.448
Dominican Republic;DOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;39.147
Ecuador;ECU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;38.744
Egypt, Arab Rep.;EGY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;41.117
El Salvador;SLV;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;39.303
Equatorial Guinea;GNQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;26.863
Eritrea;ERI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;12.427
Estonia;EST;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;64.307
Ethiopia;ETH;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;8.422
Faeroe Islands;FRO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;27.524
Fiji;FJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;34.371
Finland;FIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;62.908
France;FRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;70.648
French Polynesia;PYF;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;53.773
Gabon;GAB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;30.237
Gambia, The;GMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;18.410
Georgia;GEO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;47.522
Germany;DEU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;72.211
Ghana;GHA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;28.473
Greece;GRC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;63.385
Greenland;GRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;71.481
Grenada;GRD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;32.040
Guam;GUM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;59.784
Guatemala;GTM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;35.232
Guinea;GIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;15.336
Guinea-Bissau;GNB;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;14.972
Guyana;GUY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;29.369
Haiti;HTI;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;19.310
Honduras;HND;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;28.244
Hong Kong SAR, China;HKG;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;87.476
Hungary;HUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;59.691
Iceland;ISL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;84.483
India;IND;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;19.562
Indonesia;IDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;16.809
Iran, Islamic Rep.;IRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;40.321
Iraq;IRQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;55.089
Ireland;IRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;51.123
Isle of Man;IMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;55.991
Israel;ISR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;83.582
Italy;ITA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;63.792
Jamaica;JAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;40.596
Japan;JPN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;71.102
Jordan;JOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;55.633
Kazakhstan;KAZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;49.647
Kenya;KEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;9.850
Kiribati;KIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;22.871
Korea, Dem. Rep.;PRK;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;51.609
Korea, Rep.;KOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;38.756
Kuwait;KWT;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;84.582
Kyrgyz Republic;KGZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;37.214
Lao PDR;LAO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;9.304
Latvia;LVA;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;59.946
Lebanon;LBN;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;57.796
Lesotho;LSO;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;8.196
Liberia;LBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;25.207
Libya;LBY;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;46.352
Liechtenstein;LIE;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;18.654
Lithuania;LTU;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;48.530
Luxembourg;LUX;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;73.902
Macao SAR, China;MAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;96.877
Macedonia, FYR;MKD;Urban population (% of total);SP.URB.TOTL.IN.ZS;1969;45.718
